,Alt-Ergo-0.95.2 result,Alt-Ergo-0.95.2 time,Alt-Ergo-1.01 result,Alt-Ergo-1.01 time,CVC3 result,CVC3 time,CVC4 result,CVC4 time,Yices result,Yices time,Z3-4.3.2 result,Z3-4.3.2 time,Z3-4.4.1 result,Z3-4.4.1 time,and,as,avg_op_arity,case,depth,divisor,eps,exists,false,file,float,forall,func,goal,if,iff,impl,int,let,n_branches,n_ops,n_preds,n_quants,not,or,size,theory,true,var,veriT result,veriT time,wild,zero_ar,Z3-4.3.2,CVC3,CVC4,Yices,Z3-4.4.1,veriT,Alt-Ergo-1.01,Alt-Ergo-0.95.2,Predicted Alt-Ergo-0.95.2,Predicted Alt-Ergo-1.01,Predicted CVC3,Predicted CVC4,Predicted Yices,Predicted Z3-4.3.2,Predicted Z3-4.4.1,Predicted veriT,key,rf,best,worst,best time,best result,worst time,worst result,rf time,rf result,rf no time,rf no result,rand time
foveoos11_challenge3:TwoEqualElements:WP_parameter two_equal_elements,Unknown,0.758798488067,Unknown,0.828098133867,Timeout,10.1119912022,Timeout,10.275225191,Timeout,10.1040252108,Unknown,0.563519779158,Unknown,0.526107785,120.0,0.0,1.996845,0.0,37.0,634.0,0.0,10.0,0.0,foveoos11_challenge3.mlw,0.0,41.0,365.0,WP_parameter two_equal_elements,12.0,0.0,87.0,150.0,5.0,581.0,646.0,12.0,51.0,57.0,0.0,1267.0,TwoEqualElements,0.0,420.0,Timeout,10.1049495374,0.0,11.0,10.5635197792,30.1119912022,30.275225191,30.1040252108,10.526107785,30.1049495374,10.8280981339,10.7587984881,14.0748242656,12.3859656557,12.1634613879,14.2465545839,13.4991826599,11.4344002251,11.883428915,13.4364526546,foveoos11_challenge3:TwoEqualElements:WP_parameter two_equal_elements,zZ3Avya4,ZzaAyv34,43vyAazZ,43.2727153275,Unknown,43.2727153275,Timeout,44.1008134614,Unknown,43.2727153275,Unknown,43.2727153275
generate_all_trees:GenerateAllTrees:WP_parameter all_trees,Timeout,11.1000131344,Timeout,10.11945739,Valid,0.788887223429,Timeout,10.1961059762,Timeout,10.0989334492,Timeout,10.1238870844,Timeout,10.12731621,64.0,0.0,2.087302,0.0,50.0,252.0,0.0,5.0,0.0,generate_all_trees.mlw,0.0,27.0,156.0,WP_parameter all_trees,0.0,5.0,28.0,49.0,4.0,242.0,257.0,5.0,32.0,0.0,0.0,527.0,GenerateAllTrees,0.0,189.0,Timeout,10.1006268698,0.0,4.0,30.1238870844,0.788887223429,30.1961059762,30.0989334492,30.12731621,30.1006268698,30.11945739,31.1000131344,10.5959574888,7.06212481785,9.01098891873,8.89404848186,10.4388043082,5.34917465793,5.18478470113,12.44815741,generate_all_trees:GenerateAllTrees:WP_parameter all_trees,ZzA43yav,3yvAzZ4a,a4ZzAvy3,0.788887223429,Valid,72.6552273374,Valid,42.355653884,Valid,41.355653884,Valid,36.7220572804
generate_all_trees:GenerateAllTrees:WP_parameter combine,Timeout,11.1042098318,Timeout,10.1311514042,Timeout,10.1197821484,Timeout,11.132516533,Unknown,5.8697355816,Timeout,10.1335917694,Timeout,10.1347742258,34.0,0.0,2.180328,4.0,23.0,122.0,0.0,9.0,2.0,generate_all_trees.mlw,0.0,16.0,77.0,WP_parameter combine,0.0,9.0,7.0,2.0,4.0,125.0,135.0,13.0,25.0,0.0,0.0,279.0,GenerateAllTrees,0.0,113.0,Timeout,10.098763657,2.0,6.0,30.1335917694,30.1197821484,31.132516533,15.8697355816,30.1347742258,30.098763657,30.1311514042,31.1042098318,8.80325777293,6.46496026465,7.4591601892,9.58002726316,10.2550807863,9.47573813209,9.52614224234,11.6294905576,generate_all_trees:GenerateAllTrees:WP_parameter combine,A3azZ4yv,yv3AzZa4,4aZzA3vy,78.7245251512,Unknown,78.7245251512,Timeout,79.7245251512,Timeout,78.7245251512,Timeout,78.7245251512
generate_all_trees:GenerateAllTrees:all_trees_0,Unknown,0.163132959696,Timeout,10.1319535648,Timeout,10.0982508398,Timeout,10.1696510194,Timeout,10.1337941604,Timeout,10.1320709614,Timeout,10.134276522,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,generate_all_trees.mlw,0.0,0.0,4.0,all_trees_0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,5.0,GenerateAllTrees,0.0,0.0,Timeout,10.1101280894,0.0,2.0,30.1320709614,30.0982508398,30.1696510194,30.1337941604,30.134276522,30.1101280894,30.1319535648,10.1631329597,4.01544591338,3.87823723333,2.70221052914,1.88952916644,5.45163625222,4.65245100999,1.49548168598,4.67083866885,generate_all_trees:GenerateAllTrees:all_trees_0,Z43Aazvy,a3vAzyZ4,4ZyzAv3a,71.0732581169,Unknown,71.0732581169,Timeout,72.0732581169,Timeout,71.0732581169,Timeout,71.0732581169
generate_all_trees:GenerateAllTrees:size_left,Unknown,0.121954007971,Unknown,0.12608782926,Timeout,10.093853234,Timeout,11.1132383228,Unknown,1.139160714,Timeout,10.121229765,Timeout,10.1214391644,1.0,0.0,1.888889,0.0,7.0,9.0,0.0,1.0,0.0,generate_all_trees.mlw,0.0,1.0,7.0,size_left,0.0,0.0,1.0,1.0,0.0,7.0,9.0,0.0,2.0,0.0,0.0,18.0,GenerateAllTrees,0.0,6.0,Unknown,0.103583629022,0.0,0.0,30.121229765,30.093853234,31.1132383228,11.139160714,30.1214391644,10.103583629,10.1260878293,10.121954008,6.00821285622,5.45612153938,5.18663957487,6.30017502085,9.18968567141,8.48039255639,8.8075017675,7.22382365909,generate_all_trees:GenerateAllTrees:size_left,3Aa4vzZy,vaAy3zZ4,4Zz3yAav,42.9405466665,Unknown,42.9405466665,Timeout,43.0666344957,Timeout,42.9405466665,Timeout,42.9405466665
generate_all_trees:GenerateAllTrees:size_nonneg,Unknown,0.120278038328,Unknown,0.12538001636,Timeout,10.094711126,Timeout,11.1151557886,Unknown,4.27013305846,Timeout,10.1175182144,Timeout,10.1163559244,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,generate_all_trees.mlw,0.0,1.0,2.0,size_nonneg,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,GenerateAllTrees,0.0,1.0,Unknown,0.09954550944,0.0,0.0,30.1175182144,30.094711126,31.1151557886,14.2701330585,30.1163559244,10.0995455094,10.1253800164,10.1202780383,8.63711685209,8.64695951799,8.73340159041,11.636494605,11.4001699936,10.7272201488,12.0439082758,11.1248555123,generate_all_trees:GenerateAllTrees:size_nonneg,aA3zvy4Z,vaAy3Zz4,4zZ3yAav,46.059077676,Unknown,46.059077676,Timeout,46.1844576923,Unknown,46.059077676,Unknown,46.059077676
generate_all_trees:GenerateAllTrees:tree_diff,Valid,0.123534745162,Valid,0.126750038933,Valid,0.1035046902,Valid,0.13703062829,Valid,0.106316722719,Valid,0.1328370775,Valid,0.128394874451,0.0,0.0,1.777778,0.0,7.0,9.0,0.0,0.0,0.0,generate_all_trees.mlw,0.0,2.0,6.0,tree_diff,0.0,0.0,1.0,0.0,0.0,6.0,9.0,0.0,2.0,2.0,0.0,17.0,GenerateAllTrees,0.0,6.0,Valid,0.103581458409,0.0,0.0,0.1328370775,0.1035046902,0.13703062829,0.106316722719,0.128394874451,0.103581458409,0.126750038933,0.123534745162,8.84657001613,7.47624857995,7.54082187341,6.72186782086,9.86639550959,8.77284021236,8.37213867469,10.3022975478,generate_all_trees:GenerateAllTrees:tree_diff,4A3Zzayv,3vyaAZz4,4zZAayv3,0.1035046902,Valid,0.13703062829,Valid,0.126750038933,Valid,0.13703062829,Valid,0.120243779458
hashtbl_impl:HashtblImpl:WP_parameter add,Timeout,9.4068111574,Unknown,0.492215839667,Failure,7.9066373806,Timeout,10.1723141136,Unknown,0.14723080119,Timeout,10.1308356884,Timeout,10.1565745192,25.0,0.0,2.196078,0.0,24.0,102.0,0.0,0.0,0.0,hashtbl_impl.mlw,0.0,16.0,62.0,WP_parameter add,0.0,0.0,12.0,16.0,1.0,108.0,102.0,0.0,16.0,2.0,0.0,225.0,HashtblImpl,0.0,91.0,Unknown,0.135389216556,0.0,1.0,30.1308356884,27.9066373806,30.1723141136,10.1472308012,30.1565745192,10.1353892166,10.4922158397,29.4068111574,7.21616044543,5.37578778411,6.07129671934,6.87195517866,7.36977695101,6.81398275433,6.78308284915,10.7106156082,hashtbl_impl:HashtblImpl:WP_parameter add,A3Zz4ayv,vyA3azZ4,4Zza3Ayv,48.5480087166,Unknown,48.5480087166,Timeout,49.0402245563,Unknown,48.5480087166,Unknown,48.5480087166
hashtbl_impl:HashtblImpl:WP_parameter clear,Valid,0.201144350779,Valid,0.191259313889,Failure,7.695803062,Timeout,10.193802825,Unknown,0.14633881258,Timeout,10.1293107658,Timeout,10.133946057,17.0,0.0,2.088235,0.0,18.0,68.0,0.0,0.0,0.0,hashtbl_impl.mlw,0.0,10.0,42.0,WP_parameter clear,0.0,0.0,8.0,17.0,0.0,68.0,68.0,0.0,10.0,0.0,1.0,143.0,HashtblImpl,0.0,48.0,Unknown,0.128899888082,0.0,3.0,30.1293107658,27.695803062,30.193802825,10.1463388126,30.133946057,10.1288998881,0.191259313889,0.201144350779,2.63956984305,2.2346710169,1.94125286349,2.54962646575,3.1296118019,2.19529974857,1.99407538458,5.69263810099,hashtbl_impl:HashtblImpl:WP_parameter clear,3ZzA4ayv,Aavy3zZ4,4Zz3yvaA,0.191259313889,Valid,38.6292457612,Valid,0.191259313889,Valid,28.1503191987,Valid,13.0055689692
hashtbl_impl:HashtblImpl:WP_parameter create,Valid,0.177039888238,Valid,0.167366630189,Failure,7.5828524586,Timeout,10.1661842896,Unknown,0.145543241773,Timeout,10.1332385828,Timeout,10.1270934978,7.0,0.0,2.068966,0.0,13.0,29.0,0.0,0.0,0.0,hashtbl_impl.mlw,0.0,5.0,17.0,WP_parameter create,0.0,0.0,4.0,6.0,1.0,29.0,29.0,0.0,5.0,0.0,0.0,61.0,HashtblImpl,0.0,21.0,Unknown,0.126018277361,0.0,2.0,30.1332385828,27.5828524586,30.1661842896,10.1455432418,30.1270934978,10.1260182774,0.167366630189,0.177039888238,2.79387686774,2.08684393542,2.09941246514,2.46694215528,5.19097520757,2.94819498873,2.61374732717,5.67531909323,hashtbl_impl:HashtblImpl:WP_parameter create,A34Zazyv,Aavy3Zz4,4zZ3yvaA,0.167366630189,Valid,38.4579702362,Valid,0.167366630189,Valid,0.167366630189,Valid,12.9325133752
hashtbl_impl:HashtblImpl:WP_parameter find,Unknown,0.412762341758,Unknown,0.171288149563,Failure,7.8182007306,Timeout,10.1781264898,Unknown,0.144590940833,Timeout,10.1351957836,Timeout,10.1329440366,6.0,0.0,2.15625,1.0,13.0,32.0,0.0,0.0,0.0,hashtbl_impl.mlw,0.0,5.0,20.0,WP_parameter find,0.0,0.0,3.0,4.0,2.0,36.0,33.0,1.0,5.0,1.0,0.0,73.0,HashtblImpl,0.0,31.0,Unknown,0.126408348672,0.0,1.0,30.1351957836,27.8182007306,30.1781264898,10.1445909408,30.1329440366,10.1264083487,10.1712881496,10.4127623418,5.44001816215,4.1887796971,4.44849260337,5.81499111599,7.28147269034,6.1381429581,5.25344416078,8.19570574122,hashtbl_impl:HashtblImpl:WP_parameter find,A3Za4zyv,vyAa3Zz4,4zZ3aAyv,39.1195168214,Unknown,39.1195168214,Timeout,39.290804971,Unknown,39.1195168214,Unknown,39.1195168214
hashtbl_impl:HashtblImpl:WP_parameter list_find,Valid,0.145958227857,Valid,0.151204585667,Valid,0.15692892525,Valid,0.188415820244,Valid,0.14573639925,Timeout,10.1404512032,Timeout,10.1383197448,1.0,0.0,2.107143,4.0,12.0,28.0,0.0,0.0,1.0,hashtbl_impl.mlw,0.0,5.0,23.0,WP_parameter list_find,1.0,0.0,1.0,0.0,0.0,38.0,33.0,5.0,5.0,3.0,0.0,72.0,HashtblImpl,0.0,32.0,Timeout,10.1100411962,1.0,4.0,30.1404512032,0.15692892525,0.188415820244,0.14573639925,30.1383197448,30.1100411962,0.151204585667,0.145958227857,4.48794857652,3.52716032247,5.16485995375,4.36514304423,5.81452567151,10.5484932164,10.2495177449,12.8437966276,hashtbl_impl:HashtblImpl:WP_parameter list_find,A4a3yZzv,yaA34vZz,zZv43Aay,0.14573639925,Valid,30.5772279644,Valid,0.151204585667,Valid,0.151204585667,Valid,5.22245081569
hashtbl_impl:HashtblImpl:WP_parameter list_remove,Valid,0.157167107429,Valid,0.152794050113,Valid,0.150520102833,Valid,0.195057021292,Valid,0.140048459228,Timeout,10.1267007192,Timeout,10.128971662,7.0,1.0,2.27451,3.0,12.0,51.0,0.0,0.0,2.0,hashtbl_impl.mlw,0.0,8.0,37.0,WP_parameter list_remove,1.0,5.0,2.0,0.0,0.0,62.0,61.0,9.0,8.0,5.0,0.0,127.0,HashtblImpl,0.0,53.0,Timeout,10.1084661224,3.0,4.0,30.1267007192,0.150520102833,0.195057021292,0.140048459228,30.128971662,30.1084661224,0.152794050113,0.157167107429,5.69965027427,4.94038489907,5.56667728841,6.01830755964,7.35975899178,9.75434931715,9.47096688045,12.0016132011,hashtbl_impl:HashtblImpl:WP_parameter list_remove,A3a4yZzv,y3Aa4vzZ,Zzv4aA3y,0.140048459228,Valid,30.5591955249,Valid,0.152794050113,Valid,0.152794050113,Valid,5.21980709878
hashtbl_impl:HashtblImpl:WP_parameter remove,Unknown,0.420801349058,Unknown,0.168019764702,Failure,7.9646106892,Timeout,10.167973255,Unknown,0.147515739026,Timeout,10.1313036972,Timeout,10.1467984924,16.0,0.0,2.120482,2.0,26.0,83.0,0.0,0.0,0.0,hashtbl_impl.mlw,0.0,13.0,53.0,WP_parameter remove,0.0,1.0,9.0,10.0,2.0,89.0,86.0,3.0,13.0,3.0,0.0,183.0,HashtblImpl,0.0,73.0,Unknown,0.134519842957,1.0,5.0,30.1313036972,27.9646106892,30.167973255,10.147515739,30.1467984924,10.134519843,10.1680197647,10.4208013491,7.6815683695,5.09240092842,6.28070563478,6.87361437381,8.17677889253,7.48277398011,7.40908018863,10.6800506732,hashtbl_impl:HashtblImpl:WP_parameter remove,A34Zzayv,vyAa3zZ4,4Zz3aAyv,39.2815428295,Unknown,39.2815428295,Timeout,39.4495625942,Unknown,39.2815428295,Unknown,39.2815428295
hashtbl_impl:HashtblImpl:WP_parameter resize,Timeout,11.1283713172,Timeout,10.1294030742,Timeout,10.1228434366,Timeout,10.2076174636,Unknown,0.183625716015,Timeout,10.150160612,Timeout,10.1460139996,78.0,0.0,2.346591,2.0,32.0,352.0,0.0,0.0,1.0,hashtbl_impl.mlw,0.0,45.0,218.0,WP_parameter resize,14.0,3.0,32.0,54.0,10.0,420.0,371.0,19.0,45.0,11.0,3.0,833.0,HashtblImpl,0.0,361.0,Unknown,0.183390012056,1.0,3.0,30.150160612,30.1228434366,30.2076174636,10.183625716,30.1460139996,10.1833900121,30.1294030742,31.1283713172,13.43789694,11.3323755728,11.8006809587,13.3053046704,13.3017126128,10.4895589423,10.5729098837,13.487877953,hashtbl_impl:HashtblImpl:WP_parameter resize,zZA3y4av,vy3AZz4a,a4zZA3yv,62.2514256313,Unknown,62.2514256313,Timeout,63.2514256313,Timeout,62.2514256313,Timeout,62.2514256313
hashtbl_impl:HashtblImpl:bucket_bounds,Valid,0.140515338229,Valid,0.14084907581,Valid,0.127353002703,Valid,0.141383609,Unknown,0.11675637141,Valid,0.139837465717,Valid,0.139583668686,1.0,0.0,2.285714,0.0,7.0,7.0,0.0,0.0,0.0,hashtbl_impl.mlw,0.0,2.0,5.0,bucket_bounds,0.0,0.0,1.0,2.0,0.0,8.0,7.0,0.0,2.0,0.0,0.0,17.0,HashtblImpl,0.0,6.0,Unknown,0.112492390561,0.0,0.0,0.139837465717,0.127353002703,0.141383609,10.1167563714,0.139583668686,10.1124923906,0.14084907581,0.140515338229,2.75514742073,2.58725350351,3.06276360499,3.5023313069,6.76933340369,3.74289406934,3.563651183,4.70541433781,hashtbl_impl:HashtblImpl:bucket_bounds,Aa34Zzvy,3ZzaA4vy,yv4AazZ3,0.127353002703,Valid,0.370632370971,Valid,0.14084907581,Valid,0.14084907581,Valid,0.171003516496
linear_probing:HashedTypeWithDummy:WP_parameter neq,Valid,0.16040782018,Valid,0.155869819355,Valid,0.13473620545,Valid,0.156577782222,Valid,0.132920685,Valid,0.15953639937,Valid,0.15732433347,0.0,0.0,2.125,0.0,7.0,8.0,0.0,0.0,0.0,linear_probing.mlw,0.0,2.0,6.0,WP_parameter neq,0.0,2.0,1.0,0.0,0.0,8.0,10.0,2.0,2.0,1.0,0.0,18.0,HashedTypeWithDummy,0.0,6.0,Valid,0.13174155582,0.0,2.0,0.15953639937,0.13473620545,0.156577782222,0.132920685,0.15732433347,0.13174155582,0.155869819355,0.16040782018,7.89291538082,6.51719878491,7.30230774465,6.77137306684,8.5470839911,9.47884565037,8.61395684489,10.906277048,linear_probing:HashedTypeWithDummy:WP_parameter neq,A43ayZzv,vy3A4Zza,azZ4A3yv,0.13174155582,Valid,0.16040782018,Valid,0.155869819355,Valid,0.155869819355,Valid,0.148639325108
linear_probing:LinearProbing:WP_parameter add,Timeout,11.1562485752,Timeout,10.1767616124,Timeout,10.1603646234,Timeout,10.2258095402,Unknown,0.202083973535,Timeout,10.1745026396,Timeout,10.1756954414,39.0,0.0,2.073034,0.0,31.0,178.0,0.0,0.0,0.0,linear_probing.mlw,0.0,12.0,125.0,WP_parameter add,2.0,1.0,13.0,34.0,0.0,188.0,181.0,3.0,12.0,0.0,1.0,370.0,LinearProbing,0.0,143.0,Unknown,0.203022051,0.0,11.0,30.1745026396,30.1603646234,30.2258095402,10.2020839735,30.1756954414,10.203022051,30.1767616124,31.1562485752,6.85115008907,4.84110736267,6.80625839238,6.97561033168,7.40397847892,5.93224322121,5.98136326889,10.7420196916,linear_probing:LinearProbing:WP_parameter add,AzZ3a4yv,yv3zZA4a,a4AZz3vy,62.4744884567,Unknown,62.4744884567,Timeout,63.4744884567,Timeout,62.4744884567,Timeout,62.4744884567
linear_probing:LinearProbing:WP_parameter clear,Timeout,11.1463973208,Valid,0.694665740417,Valid,0.32902508464,Timeout,10.218814152,Unknown,1.60771482311,Timeout,10.1710657436,Timeout,10.1723577682,18.0,0.0,2.027778,0.0,18.0,72.0,0.0,0.0,0.0,linear_probing.mlw,0.0,7.0,46.0,WP_parameter clear,0.0,0.0,6.0,18.0,0.0,71.0,72.0,0.0,7.0,1.0,1.0,147.0,LinearProbing,0.0,50.0,Unknown,0.1684778908,0.0,3.0,30.1710657436,0.32902508464,30.218814152,11.6077148231,30.1723577682,10.1684778908,0.694665740417,31.1463973208,3.19987222791,2.6962367671,2.28588024015,3.29240570192,2.75621120886,2.89862680845,2.66919926309,4.80900329259,linear_probing:LinearProbing:WP_parameter clear,3ZAyza4v,3AvyzZ4a,a4ZzyvA3,0.32902508464,Valid,44.1794934389,Valid,0.694665740417,Valid,0.32902508464,Valid,15.0067879787
linear_probing:LinearProbing:WP_parameter copy,Timeout,11.1602283718,Timeout,10.166964656,Valid,1.9222630104,Timeout,10.2264474234,Unknown,6.647387341,Timeout,10.1632018384,Timeout,10.166881123,10.0,0.0,2.189189,0.0,12.0,37.0,0.0,0.0,0.0,linear_probing.mlw,0.0,3.0,23.0,WP_parameter copy,0.0,0.0,3.0,7.0,1.0,42.0,37.0,0.0,3.0,0.0,0.0,82.0,LinearProbing,0.0,35.0,Unknown,0.181733178813,0.0,0.0,30.1632018384,1.9222630104,30.2264474234,16.647387341,30.166881123,10.1817331788,30.166964656,31.1602283718,2.61890262241,1.81155874613,2.22378848027,3.15433578084,5.79339384619,2.90302110028,2.55290334076,5.24791551926,linear_probing:LinearProbing:WP_parameter copy,A3Zaz4vy,3vyzZA4a,a4AZzyv3,1.9222630104,Valid,60.6351069428,Valid,13.0892276664,Valid,12.0892276664,Valid,31.2786849766
linear_probing:LinearProbing:WP_parameter create,Valid,0.6766051078,Valid,0.24147155,Valid,0.213058372667,Valid,7.913706937,Unknown,0.457454828429,Valid,0.243259742529,Valid,0.24672914692,8.0,0.0,1.815789,0.0,13.0,38.0,0.0,0.0,0.0,linear_probing.mlw,0.0,4.0,25.0,WP_parameter create,0.0,0.0,3.0,10.0,1.0,32.0,38.0,0.0,4.0,1.0,0.0,70.0,LinearProbing,0.0,18.0,Unknown,0.172813088353,0.0,4.0,0.243259742529,0.213058372667,7.913706937,10.4574548284,0.24672914692,10.1728130884,0.24147155,0.6766051078,2.9138179494,2.17605704095,2.64254472198,3.36830889175,5.11905880065,2.57766286909,2.57016642295,4.05299629449,linear_probing:LinearProbing:WP_parameter create,AZz3a4vy,3AzZa4vy,yv4aZzA3,0.213058372667,Valid,8.54397485378,Valid,0.24147155,Valid,0.24147155,Valid,1.67917674998
linear_probing:LinearProbing:WP_parameter delete,Timeout,11.166143451,Timeout,10.1979013436,Valid,5.862941157,Timeout,10.2443135686,Timeout,9.8854162944,Timeout,10.193709898,Timeout,10.192493588,126.0,0.0,1.990792,0.0,60.0,543.0,0.0,0.0,0.0,linear_probing.mlw,0.0,27.0,340.0,WP_parameter delete,8.0,1.0,45.0,69.0,16.0,538.0,552.0,9.0,27.0,11.0,5.0,1082.0,LinearProbing,0.0,434.0,Timeout,10.168338534,0.0,35.0,30.193709898,5.862941157,30.2443135686,29.8854162944,30.192493588,30.168338534,30.1979013436,31.166143451,14.0662717295,12.5565038433,11.7780389295,13.9758275045,13.2335853084,11.0948313124,11.4650053758,13.098052647,linear_probing:LinearProbing:WP_parameter delete,zZ3Avy4a,3yvZzA4a,a4AzZvy3,5.862941157,Valid,77.9112578346,Valid,27.249144643,Valid,26.249144643,Valid,41.8870994958
linear_probing:LinearProbing:WP_parameter dummy_const,Timeout,11.149146819,Valid,2.3521494754,Valid,0.477237553381,Valid,4.101326022,Valid,0.769885481625,Valid,0.209435780232,Valid,0.213142267414,8.0,0.0,2.131579,0.0,13.0,38.0,0.0,0.0,0.0,linear_probing.mlw,0.0,3.0,24.0,WP_parameter dummy_const,1.0,0.0,4.0,11.0,2.0,42.0,39.0,1.0,3.0,0.0,0.0,82.0,LinearProbing,0.0,29.0,Unknown,0.1733171403,0.0,2.0,0.209435780232,0.477237553381,4.101326022,0.769885481625,0.213142267414,10.1733171403,2.3521494754,31.149146819,4.76055671156,3.72604524708,2.69863504349,5.70796366609,5.84034104139,3.56255849439,3.11829054089,6.03231163538,linear_probing:LinearProbing:WP_parameter dummy_const,3ZzAa4yv,zZ3yA4va,av4Ay3Zz,0.209435780232,Valid,15.4237899813,Valid,1.47723755338,Valid,0.477237553381,Valid,2.97135761467
linear_probing:LinearProbing:WP_parameter find,Timeout,11.152978424,Timeout,10.180455211,Valid,8.7458855062,Timeout,11.1749397766,Unknown,0.241235086967,Timeout,10.1724210922,Timeout,10.17768657,63.0,0.0,2.090592,0.0,29.0,287.0,0.0,0.0,0.0,linear_probing.mlw,0.0,15.0,191.0,WP_parameter find,8.0,2.0,24.0,43.0,3.0,310.0,297.0,10.0,15.0,0.0,6.0,601.0,LinearProbing,0.0,246.0,Unknown,0.4420945614,0.0,21.0,30.1724210922,8.7458855062,31.1749397766,10.241235087,30.17768657,10.4420945614,30.180455211,31.152978424,11.170085561,8.78681431447,10.6179696687,10.9028037953,11.6362021804,8.93939194495,8.82331067668,12.5318543747,linear_probing:LinearProbing:WP_parameter find,AZz34ayv,3yvzZAa4,4aAZzvy3,8.7458855062,Valid,62.2876962284,Valid,40.2764483794,Valid,39.2764483794,Valid,35.5167908673
linear_probing:LinearProbing:WP_parameter find_dummy,Valid,6.1714716408,Valid,0.272109449895,Valid,0.603727066545,Timeout,11.1772849176,Timeout,10.1689656376,Timeout,10.166586746,Timeout,10.1756391604,35.0,0.0,2.041667,0.0,22.0,168.0,0.0,0.0,0.0,linear_probing.mlw,0.0,8.0,103.0,WP_parameter find_dummy,6.0,1.0,18.0,21.0,2.0,172.0,175.0,7.0,8.0,10.0,0.0,344.0,LinearProbing,0.0,140.0,Unknown,0.183592647455,0.0,11.0,30.166586746,0.603727066545,31.1772849176,30.1689656376,30.1756391604,10.1835926475,0.272109449895,6.1714716408,9.76343431034,8.03704414045,9.76819973352,10.4877704402,9.85204332777,8.16857920285,8.28233104549,11.3903046782,linear_probing:LinearProbing:WP_parameter find_dummy,AzZa3y4v,A3avzyZ4,4Zyzva3A,0.272109449895,Valid,48.0435407499,Valid,0.272109449895,Valid,0.272109449895,Valid,12.8171199963
linear_probing:LinearProbing:WP_parameter mem,Valid,0.735258705,Timeout,10.1711064152,Valid,2.1772904506,Timeout,10.2235672288,Unknown,0.195566798174,Valid,2.926904036,Valid,2.9428929714,15.0,0.0,1.925373,0.0,14.0,67.0,0.0,0.0,0.0,linear_probing.mlw,0.0,4.0,46.0,WP_parameter mem,0.0,2.0,5.0,9.0,0.0,65.0,69.0,2.0,4.0,0.0,1.0,130.0,LinearProbing,0.0,48.0,Unknown,0.1674199354,0.0,8.0,2.926904036,2.1772904506,30.2235672288,10.1955667982,2.9428929714,10.1674199354,30.1711064152,0.735258705,5.91881783033,5.07219349757,6.05113732449,7.28400685813,7.26702958656,7.15394842011,7.36898240743,9.06629662059,linear_probing:LinearProbing:WP_parameter mem,Aa3zy4Zv,a3zZvyA4,4AyvZz3a,0.735258705,Valid,23.700553349,Valid,11.9063651202,Valid,10.9063651202,Valid,6.34711861626
linear_probing:LinearProbing:WP_parameter numof_eq,Timeout,11.1407508526,Timeout,10.157541927,Valid,8.0236227964,Timeout,10.2400299148,Timeout,10.1453064324,Valid,0.26722187551,Valid,0.267571511855,15.0,0.0,2.2,0.0,14.0,60.0,0.0,0.0,0.0,linear_probing.mlw,0.0,3.0,38.0,WP_parameter numof_eq,1.0,0.0,4.0,6.0,3.0,69.0,61.0,1.0,3.0,0.0,0.0,133.0,LinearProbing,0.0,63.0,Unknown,0.161485370588,0.0,0.0,0.26722187551,8.0236227964,30.2400299148,30.1453064324,0.267571511855,10.1614853706,30.157541927,31.1407508526,6.44553473708,5.20810860849,4.12132858086,8.5050439546,6.64665201627,5.52153062815,4.87139059211,7.44818910293,linear_probing:LinearProbing:WP_parameter numof_eq,3ZAzayv4,zZ3vyA4a,a4Ayv3Zz,0.26722187551,Valid,49.8687372938,Valid,9.0236227964,Valid,8.0236227964,Valid,13.3140840189
linear_probing:LinearProbing:WP_parameter numof_update,Timeout,11.1546608772,Timeout,10.1723633706,Timeout,10.153620678,Timeout,10.2154779826,Timeout,10.1647139622,Timeout,10.171226875,Timeout,10.1676261826,14.0,0.0,2.194805,0.0,13.0,77.0,0.0,0.0,0.0,linear_probing.mlw,0.0,2.0,57.0,WP_parameter numof_update,0.0,0.0,3.0,8.0,2.0,93.0,77.0,0.0,2.0,1.0,0.0,170.0,LinearProbing,0.0,83.0,Unknown,0.173898702,0.0,2.0,30.171226875,30.153620678,30.2154779826,30.1647139622,30.1676261826,10.173898702,30.1723633706,31.1546608772,8.77293296153,6.89988430995,7.53467611452,8.98319474529,9.19853037191,8.94726000877,9.00275144168,10.1019163893,linear_probing:LinearProbing:WP_parameter numof_update,A3az4Zyv,v3yZzA4a,a4AzZy3v,72.3735886302,Unknown,72.3735886302,Timeout,73.3735886302,Timeout,72.3735886302,Timeout,72.3735886302
