,Alt-Ergo-0.95.2 result,Alt-Ergo-0.95.2 time,Alt-Ergo-1.01 result,Alt-Ergo-1.01 time,CVC3 result,CVC3 time,CVC4 result,CVC4 time,Yices result,Yices time,Z3-4.3.2 result,Z3-4.3.2 time,Z3-4.4.1 result,Z3-4.4.1 time,and,as,avg_op_arity,case,depth,divisor,eps,exists,false,file,float,forall,func,goal,if,iff,impl,int,let,n_branches,n_ops,n_preds,n_quants,not,or,size,theory,true,var,veriT result,veriT time,wild,zero_ar,Z3-4.3.2,CVC3,CVC4,Yices,Z3-4.4.1,veriT,Alt-Ergo-1.01,Alt-Ergo-0.95.2,Predicted Alt-Ergo-0.95.2,Predicted Alt-Ergo-1.01,Predicted CVC3,Predicted CVC4,Predicted Yices,Predicted Z3-4.3.2,Predicted Z3-4.4.1,Predicted veriT,key,rf,best,worst,best time,best result,worst time,worst result,rf time,rf result,rf no time,rf no result,rand time
defunctionalization:ReductionSemantics:WP_parameter test,Valid,0.141674249963,Valid,0.140902409273,Valid,0.106930937233,Valid,0.13871785378,Valid,0.106112592162,Valid,0.128161852562,Valid,0.134007228706,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,0.0,0.0,WP_parameter test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ReductionSemantics,1.0,0.0,Valid,0.10548958939,0.0,0.0,0.128161852562,0.106930937233,0.13871785378,0.106112592162,0.134007228706,0.10548958939,0.140902409273,0.141674249963,0.125562909098,0.126624299581,0.102321889638,0.275533713793,0.206176013242,0.270720351469,0.272166248679,0.203702251023,defunctionalization:ReductionSemantics:WP_parameter test,3aAvyzZ4,vy3zZ4Aa,aA4Zz3yv,0.10548958939,Valid,0.141674249963,Valid,0.140902409273,Valid,0.106930937233,Valid,0.125249589134
defunctionalization:ReductionSemantics:size_c_pos,Unknown,0.13458307261,Unknown,0.135561741438,Unknown,0.176043767156,Unknown,0.135639678609,Failure,5.3700952522,Timeout,10.1321506584,Failure,7.6849279636,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,2.0,size_c_pos,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,ReductionSemantics,0.0,1.0,Unknown,0.109993556509,0.0,0.0,30.1321506584,10.1760437672,10.1356396786,25.3700952522,27.6849279636,10.1099935565,10.1355617414,10.1345830726,8.63711685209,8.64695951799,8.73340159041,11.636494605,11.4001699936,10.7272201488,12.0439082758,11.1248555123,defunctionalization:ReductionSemantics:size_c_pos,aA3zvy4Z,vaA43yZz,zZy34Aav,23.8789956905,Unknown,23.8789956905,Timeout,24.014557432,Unknown,23.8789956905,Unknown,23.8789956905
defunctionalization:SemWithError:WP_parameter continue_4,Valid,0.5480010705,Valid,0.167580815344,Valid,0.1616826305,Valid,1.81501461367,Valid,0.776341152091,Valid,0.157145506286,Valid,0.15757102361,5.0,0.0,1.931818,1.0,12.0,44.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,3.0,34.0,WP_parameter continue_4,1.0,0.0,3.0,4.0,2.0,43.0,46.0,2.0,3.0,0.0,0.0,90.0,SemWithError,0.0,37.0,Valid,0.20885132562,0.0,2.0,0.157145506286,0.1616826305,1.81501461367,0.776341152091,0.15757102361,0.20885132562,0.167580815344,0.5480010705,6.096330423,4.97035027043,7.50018127011,8.14186214247,9.22762734357,9.77016878564,9.50851874207,10.7533371765,defunctionalization:SemWithError:WP_parameter continue_4,Aa34yZzv,zZ3Avay4,4yavA3Zz,0.157145506286,Valid,1.81501461367,Valid,0.167580815344,Valid,0.167580815344,Valid,0.499023517203
defunctionalization:SemWithError:WP_parameter cps3_correct_expr,Timeout,11.1165365512,Timeout,10.118550583,Unknown,0.267202864412,Timeout,11.1546833266,Unknown,5.0307383072,Valid,0.312404617176,Valid,0.316955435808,3.0,0.0,1.857143,7.0,12.0,49.0,0.0,0.0,2.0,defunctionalization.mlw,0.0,6.0,42.0,WP_parameter cps3_correct_expr,0.0,0.0,2.0,0.0,0.0,59.0,56.0,7.0,6.0,0.0,2.0,113.0,SemWithError,0.0,46.0,Timeout,10.1030180624,3.0,8.0,0.312404617176,10.2672028644,31.1546833266,15.0307383072,0.316955435808,30.1030180624,30.118550583,31.1165365512,5.94545737592,5.20916787892,7.23195110762,6.29499966736,7.67126601909,10.1998978128,10.3201161233,12.6464943985,defunctionalization:SemWithError:WP_parameter cps3_correct_expr,Aa43yzZv,zZ3yvAa4,4aAvy3Zz,0.312404617176,Valid,48.1076851306,Valid,39.0001162496,Valid,38.0001162496,Valid,16.2449232581
defunctionalization:SemWithError:WP_parameter eval_4,Valid,1.2869514218,Valid,0.258034848176,Valid,0.531812965,Timeout,10.2145307646,Timeout,10.1010324288,Valid,0.391967453261,Valid,0.372013145571,5.0,0.0,1.863636,1.0,10.0,44.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,3.0,36.0,WP_parameter eval_4,1.0,0.0,2.0,4.0,1.0,38.0,46.0,2.0,3.0,0.0,0.0,86.0,SemWithError,0.0,33.0,Valid,0.184702588818,0.0,1.0,0.391967453261,0.531812965,30.2145307646,30.1010324288,0.372013145571,0.184702588818,0.258034848176,1.2869514218,5.23295931769,4.14454696059,6.62637228352,7.20084233626,8.33279047644,8.44556300881,8.19309076942,10.0720418269,defunctionalization:SemWithError:WP_parameter eval_4,Aa34Zyzv,vAZz3ay4,4ya3zZAv,0.184702588818,Valid,21.6025146152,Valid,0.258034848176,Valid,0.258034848176,Valid,3.40647038378
defunctionalization:SemWithError:WP_parameter interpret_4,Valid,0.155440184313,Valid,0.15805497585,Valid,0.15397341524,Valid,0.780327046388,Valid,0.144228958632,Valid,0.158413100712,Valid,0.16119088628,0.0,0.0,1.833333,0.0,6.0,6.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,2.0,5.0,WP_parameter interpret_4,0.0,0.0,1.0,0.0,0.0,5.0,6.0,0.0,2.0,0.0,0.0,12.0,SemWithError,0.0,4.0,Valid,0.13849625181,0.0,1.0,0.158413100712,0.15397341524,0.780327046388,0.144228958632,0.16119088628,0.13849625181,0.15805497585,0.155440184313,8.33193794991,7.37928432734,7.2995137733,7.27595708525,9.46523724437,8.92587253415,9.46717316361,9.21773069214,defunctionalization:SemWithError:WP_parameter interpret_4,43AazvyZ,vy3aAzZ4,4ZzAa3yv,0.13849625181,Valid,0.780327046388,Valid,0.15805497585,Valid,0.780327046388,Valid,0.231265602403
defunctionalization:SemWithError:WP_parameter test,Valid,0.149433869393,Valid,0.152407878,Valid,0.147208676764,Valid,0.160249938563,Valid,0.138645105873,Valid,0.146821761062,Valid,0.153733651643,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,0.0,0.0,WP_parameter test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,SemWithError,1.0,0.0,Valid,0.126909885396,0.0,0.0,0.146821761062,0.147208676764,0.160249938563,0.138645105873,0.153733651643,0.126909885396,0.152407878,0.149433869393,0.125562909098,0.126624299581,0.102321889638,0.275533713793,0.206176013242,0.270720351469,0.272166248679,0.203702251023,defunctionalization:SemWithError:WP_parameter test,3aAvyzZ4,vyz3aAZ4,4ZAa3zyv,0.126909885396,Valid,0.160249938563,Valid,0.152407878,Valid,0.147208676764,Valid,0.146926345837
defunctionalization:SemWithError:cps2_correct,Valid,0.1250733242,Valid,0.136387027925,Unknown,0.1359320622,Valid,0.15228137838,Valid,0.122007301136,Valid,0.146986235741,Valid,0.150854068359,0.0,0.0,1.666667,0.0,4.0,3.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,3.0,cps2_correct,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,6.0,SemWithError,0.0,2.0,Valid,0.106962284615,0.0,0.0,0.146986235741,10.1359320622,0.15228137838,0.122007301136,0.150854068359,0.106962284615,0.136387027925,0.1250733242,7.48740652833,6.76110394447,5.84230014051,5.89164496118,8.38660438245,8.88968505677,6.25236811741,7.9264476151,defunctionalization:SemWithError:cps2_correct,34ZAavyz,vyaAzZ43,34ZzAayv,0.106962284615,Valid,0.28821344058,Valid,0.136387027925,Valid,0.28821344058,Valid,0.151356024969
defunctionalization:SemWithError:cps2_correct_expr,Unknown,0.23087053835,Unknown,0.18328006362,Unknown,0.133660287286,Timeout,11.132044309,Failure,7.1531283064,Timeout,10.1299569178,Timeout,10.143509205,0.0,0.0,1.75,1.0,5.0,8.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,8.0,cps2_correct_expr,0.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,1.0,0.0,0.0,18.0,SemWithError,0.0,8.0,Timeout,10.0847596158,0.0,2.0,30.1299569178,10.1336602873,31.132044309,27.1531283064,30.143509205,30.0847596158,10.1832800636,10.2308705384,7.30342144525,6.24505834246,7.05542879314,3.49219513722,7.62659904452,8.6558246688,6.84823865757,10.4103858597,defunctionalization:SemWithError:cps2_correct_expr,4AZ3ayzv,3AayvzZ4,4ZzvyaA3,49.1912092433,Unknown,49.1912092433,Timeout,49.3744893069,Timeout,49.1912092433,Timeout,49.1912092433
defunctionalization:SemWithError:cps2_correct_expr_aux,Valid,0.12792992362,Valid,0.124581359444,Valid,0.115568687385,Valid,0.15027841994,Valid,0.1007327882,Valid,0.157667290607,Valid,0.152523639308,0.0,0.0,2.8,0.0,5.0,5.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,5.0,cps2_correct_expr_aux,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,1.0,0.0,0.0,15.0,SemWithError,0.0,9.0,Timeout,10.0935958114,0.0,0.0,0.157667290607,0.115568687385,0.15027841994,0.1007327882,0.152523639308,30.0935958114,0.124581359444,0.12792992362,6.38370255565,5.26501906886,8.28048626456,5.45132309694,9.67273027258,7.52564766158,7.15944613566,8.05671001449,defunctionalization:SemWithError:cps2_correct_expr_aux,A4aZzv3y,y3Aa4Zzv,vzZ4aA3y,0.1007327882,Valid,10.251263102,Valid,0.124581359444,Valid,0.124581359444,Valid,1.39445406335
defunctionalization:SemWithError:cps3_correct,Valid,0.129737987021,Valid,0.131422128426,Unknown,0.180791758889,Valid,0.159858520217,Valid,0.113678975937,Valid,0.152147497656,Valid,0.144645325258,0.0,0.0,1.666667,0.0,4.0,3.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,3.0,cps3_correct,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,6.0,SemWithError,0.0,2.0,Valid,0.11255211728,0.0,0.0,0.152147497656,10.1807917589,0.159858520217,0.113678975937,0.144645325258,0.11255211728,0.131422128426,0.129737987021,7.48740652833,6.76110394447,5.84230014051,5.89164496118,8.38660438245,8.88968505677,6.25236811741,7.9264476151,defunctionalization:SemWithError:cps3_correct,34ZAavyz,vyaAZz43,34zZAayv,0.11255211728,Valid,0.340650279106,Valid,0.131422128426,Valid,0.340650279106,Valid,0.157462191546
defunctionalization:SemWithError:cps_correct,Valid,0.12868548445,Valid,0.133507747455,Valid,0.106666520968,Valid,0.14290425891,Valid,0.107598404576,Valid,0.1433174318,Valid,0.136879350552,0.0,0.0,1.666667,0.0,4.0,3.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,3.0,cps_correct,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,6.0,SemWithError,0.0,2.0,Valid,0.0970412448704,0.0,0.0,0.1433174318,0.106666520968,0.14290425891,0.107598404576,0.136879350552,0.0970412448704,0.133507747455,0.12868548445,7.48740652833,6.76110394447,5.84230014051,5.89164496118,8.38660438245,8.88968505677,6.25236811741,7.9264476151,defunctionalization:SemWithError:cps_correct,34ZAavyz,v3yaAZ4z,z4ZAay3v,0.0970412448704,Valid,0.1433174318,Valid,0.133507747455,Valid,0.106666520968,Valid,0.124575055448
defunctionalization:SemWithError:cps_correct_expr,Unknown,0.1213008544,Unknown,0.134341870395,Timeout,10.0941531252,Unknown,0.140154808372,Unknown,3.6794460126,Timeout,10.1159410728,Timeout,10.1315963018,0.0,0.0,2.25,0.0,6.0,4.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,2.0,4.0,cps_correct_expr,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,10.0,SemWithError,0.0,4.0,Timeout,10.0805933028,0.0,0.0,30.1159410728,30.0941531252,10.1401548084,13.6794460126,30.1315963018,30.0805933028,10.1343418704,10.1213008544,12.1334817577,11.0930263925,10.3583036155,6.29854110547,10.0468009372,9.62180120477,7.24683781531,10.5382980692,defunctionalization:SemWithError:cps_correct_expr,4Zzy3vAa,aA4yv3zZ,Zz3vy4Aa,44.4975273484,Unknown,44.4975273484,Timeout,44.6318692188,Unknown,44.4975273484,Unknown,44.4975273484
defunctionalization:SemWithError:size_c_pos,Unknown,0.15261045352,Unknown,0.158839956489,Unknown,6.5102987542,Unknown,0.176153448186,Timeout,10.098067337,Timeout,10.1510603088,Timeout,10.1463222508,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,2.0,size_c_pos,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,SemWithError,0.0,1.0,Timeout,10.100747816,0.0,0.0,30.1510603088,16.5102987542,10.1761534482,30.098067337,30.1463222508,30.100747816,10.1588399565,10.1526104535,8.63711685209,8.64695951799,8.73340159041,11.636494605,11.4001699936,10.7272201488,12.0439082758,11.1248555123,defunctionalization:SemWithError:size_c_pos,aA3zvy4Z,aA43yvZz,zZvy34Aa,47.494100325,Unknown,47.494100325,Timeout,47.6529402815,Unknown,47.494100325,Unknown,47.494100325
defunctionalization:SemWithError:size_e_pos,Unknown,0.142098427384,Unknown,0.147565957961,Unknown,1.8226606104,Timeout,11.1204268356,Timeout,10.1067788248,Timeout,10.1310555828,Timeout,10.1235357294,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,2.0,size_e_pos,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,SemWithError,0.0,1.0,Unknown,0.1114320644,0.0,0.0,30.1310555828,11.8226606104,31.1204268356,30.1067788248,30.1235357294,10.1114320644,10.147565958,10.1420984274,8.63711685209,8.64695951799,8.73340159041,11.636494605,11.4001699936,10.7272201488,12.0439082758,11.1248555123,defunctionalization:SemWithError:size_e_pos,aA3zvy4Z,vaA3yZz4,4zZy3Aav,43.7055540327,Unknown,43.7055540327,Timeout,43.8531199907,Unknown,43.7055540327,Unknown,43.7055540327
edit_distance:EditDistance:WP_parameter distance,Timeout,11.135601846,Timeout,10.157209245,Timeout,10.1593623554,Timeout,11.1694650292,Timeout,10.1478607798,Timeout,10.1951620184,Timeout,10.1591453562,144.0,0.0,2.166667,0.0,57.0,678.0,0.0,0.0,0.0,edit_distance.mlw,0.0,56.0,454.0,WP_parameter distance,2.0,0.0,71.0,191.0,9.0,734.0,680.0,2.0,56.0,0.0,0.0,1470.0,EditDistance,0.0,543.0,Timeout,10.152056596,0.0,0.0,30.1951620184,30.1593623554,31.1694650292,30.1478607798,30.1591453562,30.152056596,30.157209245,31.135601846,14.5077722215,12.8878981718,11.773325344,14.3712236735,13.7534825801,11.310879544,11.4689148729,13.6370002947,edit_distance:EditDistance:WP_parameter distance,zZ3Avy4a,yvAZ3za4,4az3ZAvy,83.275863226,Timeout,83.275863226,Timeout,84.275863226,Timeout,83.275863226,Timeout,83.275863226
edit_distance:EditDistance:suffix_length,Timeout,11.1216420962,Timeout,10.1398940054,Timeout,10.1291741468,Timeout,11.1743116304,Timeout,10.1538788486,Timeout,10.1678211934,Timeout,10.1892397312,1.0,0.0,1.8,0.0,6.0,10.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,8.0,suffix_length,0.0,0.0,1.0,1.0,0.0,8.0,10.0,0.0,1.0,0.0,0.0,19.0,EditDistance,0.0,7.0,Timeout,10.1161472692,0.0,0.0,30.1678211934,30.1291741468,31.1743116304,30.1538788486,30.1892397312,30.1161472692,30.1398940054,31.1216420962,6.77174420055,5.78792156216,4.80080364698,4.57786569811,8.33434206527,6.52004084769,6.26335842645,7.34758930989,edit_distance:EditDistance:suffix_length,43AZzavy,v3AyzZa4,4aZzyA3v,83.1921089212,Timeout,83.1921089212,Timeout,84.1921089212,Timeout,83.1921089212,Timeout,83.1921089212
edit_distance:Word:dist_concat_left,Timeout,11.1242766066,Timeout,10.1365122466,Timeout,10.1232526696,Timeout,11.1605659014,Timeout,10.1520709692,Timeout,10.175700483,Timeout,10.158492992,0.0,0.0,2.333333,0.0,6.0,6.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,5.0,dist_concat_left,0.0,0.0,1.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,15.0,Word,0.0,8.0,Timeout,10.1072157836,0.0,0.0,30.175700483,30.1232526696,31.1605659014,30.1520709692,30.158492992,30.1072157836,30.1365122466,31.1242766066,7.41585951576,6.60230957097,7.00955721223,6.72101335922,8.64407534536,8.10100547143,7.62823974405,9.67374840433,edit_distance:Word:dist_concat_left,A43aZzyv,v3AyZza4,4azZyA3v,83.138087652,Timeout,83.138087652,Timeout,84.138087652,Timeout,83.138087652,Timeout,83.138087652
edit_distance:Word:dist_concat_right,Valid,0.155936636457,Valid,0.15559332231,Timeout,10.1066582142,Valid,0.174543053077,Valid,0.248364845439,Valid,0.15974302285,Valid,0.156475323535,0.0,0.0,2.333333,0.0,6.0,6.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,5.0,dist_concat_right,0.0,0.0,1.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,15.0,Word,0.0,8.0,Valid,0.13263111489,0.0,0.0,0.15974302285,30.1066582142,0.174543053077,0.248364845439,0.156475323535,0.13263111489,0.15559332231,0.155936636457,7.41585951576,6.60230957097,7.00955721223,6.72101335922,8.64407534536,8.10100547143,7.62823974405,9.67374840433,edit_distance:Word:dist_concat_right,A43aZzyv,vAaZz4y3,3y4zZaAv,0.13263111489,Valid,10.3550230596,Valid,0.15559332231,Valid,0.15559332231,Valid,1.43237332228
edit_distance:Word:dist_symetry,Timeout,11.1276305782,Timeout,10.1300102526,Timeout,10.120555582,Timeout,10.1927292202,Failure,6.6284135886,Timeout,10.1795654388,Timeout,10.1940396482,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,2.0,dist_symetry,0.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,10.0,Word,0.0,6.0,Timeout,10.107995557,0.0,0.0,30.1795654388,30.120555582,30.1927292202,26.6284135886,30.1940396482,30.107995557,30.1300102526,31.1276305782,4.23890859105,4.10217677378,8.36259501415,9.04679762589,10.9636760266,6.32705985039,6.57712406574,6.57022720274,edit_distance:Word:dist_symetry,AazvZ34y,yv3Az4Za,aZ4zA3vy,78.6809398656,Failure,78.6809398656,Timeout,79.6809398656,Timeout,78.6809398656,Timeout,78.6809398656
edit_distance:Word:first_last,Unknown,0.15521346323,Unknown,0.169517916845,Unknown,0.172636620455,Valid,0.356127790544,Timeout,10.1605451614,Timeout,10.114713691,Timeout,10.1311406328,1.0,0.0,1.777778,0.0,7.0,9.0,0.0,1.0,0.0,edit_distance.mlw,0.0,1.0,8.0,first_last,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,2.0,0.0,0.0,17.0,Word,0.0,6.0,Timeout,10.1085270012,0.0,1.0,30.114713691,10.1726366205,0.356127790544,30.1605451614,30.1311406328,30.1085270012,10.1695179168,10.1552134632,8.8742462028,8.11937885327,8.29698348,3.91491909535,9.48990482773,8.0505423115,6.43384641437,9.85711384077,edit_distance:Word:first_last,4ZzA3ayv,4aA3vzZy,yZzv3Aa4,0.356127790544,Valid,41.3684222775,Valid,0.525645707389,Valid,0.356127790544,Valid,20.862275034
edit_distance:Word:first_last_explicit,Timeout,11.1154149036,Timeout,10.2043130928,Timeout,10.1081789986,Timeout,11.080360975,Timeout,10.1646393428,Timeout,10.1246949854,Timeout,10.1302897236,0.0,0.0,1.857143,0.0,6.0,7.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,7.0,first_last_explicit,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,14.0,Word,0.0,6.0,Timeout,10.1209699766,0.0,1.0,30.1246949854,30.1081789986,31.080360975,30.1646393428,30.1302897236,30.1209699766,30.2043130928,31.1154149036,10.523195923,9.51723887787,9.42205925231,3.3557317791,9.81715081905,9.95863866803,7.61177677297,9.9976017094,edit_distance:Word:first_last_explicit,4Z3Ayzva,3vzZyA4a,a4AyZzv3,83.0488619984,Timeout,83.0488619984,Timeout,84.0488619984,Timeout,83.0488619984,Timeout,83.0488619984
edit_distance:Word:key_lemma_left,Timeout,11.1128382762,Timeout,10.124991686,Timeout,10.1193704804,Valid,0.323855917739,Timeout,10.112173885,Valid,0.168753089533,Valid,0.15870415523,2.0,0.0,2.25,0.0,9.0,12.0,0.0,1.0,0.0,edit_distance.mlw,0.0,1.0,9.0,key_lemma_left,0.0,0.0,1.0,1.0,0.0,14.0,12.0,0.0,2.0,0.0,0.0,28.0,Word,0.0,13.0,Timeout,10.1009783978,0.0,0.0,0.168753089533,30.1193704804,0.323855917739,30.112173885,0.15870415523,30.1009783978,30.124991686,31.1128382762,4.02783000981,3.65127987399,4.88707717246,3.90348918053,7.52822914498,4.35907451196,3.87388298274,5.20179705783,edit_distance:Word:key_lemma_left,AZ4az3vy,Zz4vy3Aa,aA3yv4zZ,0.15870415523,Valid,51.8942086431,Valid,11.2836958412,Valid,10.2836958412,Valid,13.1096925689
edit_distance:Word:key_lemma_right,Timeout,11.1102006094,Timeout,10.125721787,Timeout,10.120507569,Timeout,11.1314531562,Failure,10.008893731,Timeout,10.1478250574,Timeout,10.1447660462,2.0,0.0,2.285714,0.0,11.0,14.0,0.0,1.0,0.0,edit_distance.mlw,0.0,2.0,10.0,key_lemma_right,0.0,0.0,2.0,1.0,0.0,16.0,14.0,0.0,3.0,0.0,0.0,33.0,Word,0.0,15.0,Timeout,10.1027449034,0.0,0.0,30.1478250574,30.120507569,31.1314531562,30.008893731,30.1447660462,30.1027449034,30.125721787,31.1102006094,5.28613514045,5.00211043599,6.1097497883,5.91354201579,8.47652078008,6.11674368231,5.70869296271,6.26972916386,edit_distance:Word:key_lemma_right,AaZ43zvy,yv3AZza4,4azZA3vy,82.8921128596,Failure,82.8921128596,Timeout,83.8921128596,Timeout,82.8921128596,Timeout,82.8921128596
edit_distance:Word:min_dist_diff,Timeout,11.1266183474,Timeout,10.1284861014,Timeout,10.1044068454,Timeout,10.2563106336,Timeout,10.1191703678,Timeout,10.1443551388,Timeout,10.1489370064,0.0,0.0,2.214286,0.0,8.0,14.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,10.0,min_dist_diff,0.0,0.0,3.0,1.0,0.0,17.0,14.0,0.0,1.0,1.0,0.0,32.0,Word,0.0,16.0,Timeout,10.113761141,0.0,0.0,30.1443551388,30.1044068454,30.2563106336,30.1191703678,30.1489370064,30.113761141,30.1284861014,31.1266183474,7.52077346062,7.01170060486,8.91056088938,10.0690771451,10.217116113,8.90311052892,8.59803854589,9.14137856378,edit_distance:Word:min_dist_diff,AaZz3v4y,3vyAzZ4a,a4ZzAyv3,82.1420455818,Timeout,82.1420455818,Timeout,83.1420455818,Timeout,82.1420455818,Timeout,82.1420455818
edit_distance:Word:min_dist_eps,Timeout,11.1203209044,Timeout,10.1365427584,Valid,1.25252017713,Timeout,11.1322974488,Timeout,10.1111651336,Failure,8.7974378484,Failure,8.6501734308,0.0,0.0,1.857143,0.0,5.0,7.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,6.0,min_dist_eps,0.0,0.0,1.0,1.0,0.0,8.0,7.0,0.0,1.0,0.0,0.0,14.0,Word,0.0,5.0,Timeout,10.1034408614,0.0,2.0,28.7974378484,1.25252017713,31.1322974488,30.1111651336,28.6501734308,30.1034408614,30.1365427584,31.1203209044,7.6890903122,6.56725984842,5.78571689986,6.39364594892,8.94168599783,7.66143546096,7.33542394832,8.0819630697,edit_distance:Word:min_dist_eps,34AZzavy,3ZzvyAa4,4aAyvzZ3,1.25252017713,Valid,71.3038985629,Valid,2.25252017713,Valid,1.25252017713,Valid,36.27820937
edit_distance:Word:min_dist_eps_length,Unknown,0.1518303628,Unknown,0.15316901467,Timeout,10.1286054748,Timeout,11.1514886652,Timeout,10.154762921,Timeout,10.1408225628,Timeout,10.1294897112,0.0,0.0,1.666667,0.0,4.0,3.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,3.0,min_dist_eps_length,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,6.0,Word,0.0,2.0,Timeout,10.1134860054,0.0,1.0,30.1408225628,30.1286054748,31.1514886652,30.154762921,30.1294897112,30.1134860054,10.1531690147,10.1518303628,6.91467786042,6.08009595009,5.17757139134,4.93523204899,8.00340674135,8.25618131109,5.2688736298,7.43949524968,edit_distance:Word:min_dist_eps_length,43ZAavyz,aAv3Zzy4,4yzZ3vAa,62.1236547179,Unknown,62.1236547179,Timeout,62.2768237325,Timeout,62.1236547179,Timeout,62.1236547179
edit_distance:Word:min_dist_equal,Timeout,11.1184303784,Timeout,10.1280303846,Timeout,10.0994610226,Timeout,10.2286558356,Timeout,10.1324512604,Timeout,10.1496810616,Timeout,10.1316449582,0.0,0.0,2.6,0.0,5.0,5.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,4.0,min_dist_equal,0.0,0.0,1.0,0.0,0.0,8.0,5.0,0.0,1.0,0.0,0.0,14.0,Word,0.0,8.0,Timeout,10.0957149568,0.0,0.0,30.1496810616,30.0994610226,30.2286558356,30.1324512604,30.1316449582,30.0957149568,30.1280303846,31.1184303784,5.38745171829,4.73505388629,6.44299392339,7.5832893666,8.49335769384,7.08454974352,7.02239230372,9.3411345427,edit_distance:Word:min_dist_equal,Aa3Zz4yv,v3AZyz4a,a4zyZA3v,82.0840698582,Timeout,82.0840698582,Timeout,83.0840698582,Timeout,82.0840698582,Timeout,82.0840698582
fill:Fill:WP_parameter fill,Valid,0.151015392167,Valid,0.13739240692,Valid,0.120644991833,Valid,0.15427083568,Valid,0.108646386,Unknown,0.13021939761,Unknown,0.133351049136,36.0,0.0,2.162791,3.0,26.0,129.0,0.0,0.0,2.0,fill.mlw,0.0,15.0,76.0,WP_parameter fill,1.0,0.0,13.0,13.0,1.0,144.0,133.0,4.0,15.0,1.0,2.0,289.0,Fill,0.0,124.0,Failure,2.339575376,2.0,3.0,10.1302193976,0.120644991833,0.15427083568,0.108646386,10.1333510491,22.339575376,0.13739240692,0.151015392167,7.02551941028,5.13500777845,7.44487176413,7.96910265854,8.29637278683,7.7764870262,7.67802760495,11.3026971277,fill:Fill:WP_parameter fill,Aa3Zz4yv,y3Aa4zZv,vZz4aA3y,0.108646386,Valid,2.75741665843,Valid,0.13739240692,Valid,0.13739240692,Valid,0.568251639644
